#{"t_start": 1675347725.9380465, "env_id": "pushing-turtle-v0"}
r,l,t
10.0,39,2.568039
-15.0,37,3.014441
4.0,44,3.513599
2.0,28,3.852508
-3.0,39,4.250582
3.0,33,4.585175
2.0,33,4.927622
0.0,40,5.339388
4.0,45,5.795557
2.0,33,6.114141
-4.0,38,6.484192
-5.0,39,6.916558
-24.0,37,7.284277
1.0,42,7.709758
-5.0,56,8.303532
-2.0,42,8.777414
7.0,43,9.228335
-6.0,35,9.608946
-12.0,41,10.039389
-1.0,43,10.485291
-5.0,38,10.894002
-4.0,46,11.360999
2.0,32,11.689474
6.0,40,12.107185
-13.0,41,12.524269
20.0,44,16.186498
-5.0,44,16.637561
2.0,43,17.061168
0.0,41,17.472493
-5.0,29,17.777271
3.0,46,18.254926
13.0,41,18.679308
10.0,36,19.047674
-14.0,37,19.460756
-7.0,40,19.913872
10.0,37,20.322582
-3.0,31,20.679119
7.0,47,21.165191
18.0,53,21.706498
2.0,35,22.076141
-6.0,41,22.493424
10.0,45,22.952378
-11.0,32,23.276571
14.0,39,23.665656
-1.0,42,24.079897
-10.0,46,24.547194
15.0,41,24.96938
-2.0,37,25.330562
5.0,41,25.742844
18.0,42,26.145278
-19.0,57,207.823343
13.0,35,208.205882
12.0,42,208.634157
6.0,35,208.990899
12.0,41,209.400342
2.0,40,209.811846
-3.0,34,210.169857
0.0,49,210.688754
-1.0,50,211.235716
2.0,34,211.597512
-8.0,32,211.950722
3.0,47,212.45006
-7.0,40,212.910012
0.0,36,213.306096
3.0,44,213.762066
16.0,36,214.138236
0.0,49,214.654817
-4.0,45,215.13128
5.0,39,215.524823
-4.0,39,215.93628
-9.0,55,216.565328
5.0,40,216.988458
-7.0,44,217.468077
-13.0,50,221.350067
-1.0,43,221.892207
6.0,46,222.38183
12.0,36,222.791004
-10.0,40,223.253085
10.0,48,223.780315
1.0,49,224.364025
-6.0,44,224.858382
7.0,42,225.323366
-4.0,41,225.747751
7.0,39,226.176675
8.0,37,226.582218
-3.0,50,227.131028
0.0,43,227.599273
0.0,44,228.073399
-13.0,41,228.512721
-9.0,38,228.905699
7.0,60,229.513149
2.0,41,229.961103
-5.0,40,230.391975
-3.0,44,230.853749
17.0,43,231.313701
-3.0,42,231.763849
-8.0,39,232.17531
-1.0,37,235.936457
-14.0,36,236.343809
3.0,45,423.484724
8.0,35,423.952525
10.0,39,424.427173
8.0,45,424.983535
-6.0,33,425.36975
15.0,31,425.739364
6.0,35,426.140621
13.0,33,426.5354
9.0,47,427.099231
4.0,34,427.542849
-3.0,37,428.031073
5.0,42,428.551853
-7.0,45,429.063979
3.0,35,429.473631
5.0,40,429.926128
6.0,48,430.523936
1.0,46,431.105123
2.0,42,431.618713
-7.0,58,432.319589
0.0,40,432.824345
-1.0,38,433.286563
7.0,42,433.759948
-7.0,45,437.536679
12.0,40,438.0849
-9.0,33,438.462573
7.0,36,438.922159
29.0,46,439.437563
-6.0,40,439.879966
-6.0,40,440.324653
4.0,40,440.76135
9.0,35,441.123244
0.0,47,441.636538
-3.0,42,442.128844
4.0,33,442.513597
5.0,32,442.914684
-7.0,40,443.39564
4.0,45,443.98068
15.0,44,444.536222
-10.0,40,445.066867
5.0,44,445.624533
2.0,48,446.156576
5.0,36,446.575902
-27.0,40,447.063666
18.0,38,447.507454
13.0,40,448.025353
15.0,42,448.582907
3.0,42,449.174967
6.0,45,449.867753
6.0,32,450.257558
-6.0,37,450.655397
4.0,50,451.24092
0.0,49,633.559539
0.0,39,633.995374
10.0,42,634.460348
18.0,47,634.988749
12.0,41,635.429196
-12.0,53,635.968137
2.0,49,636.49037
2.0,29,636.776445
-2.0,35,637.121172
-2.0,38,637.527515
7.0,42,637.985396
-4.0,46,638.451263
20.0,39,638.842524
-6.0,49,639.356426
12.0,38,639.729836
5.0,41,640.153775
-4.0,40,640.584473
10.0,33,640.923132
14.0,43,641.355837
5.0,43,641.800249
15.0,37,645.515389
0.0,36,645.8817
19.0,42,646.3016
4.0,37,646.674522
8.0,34,647.025965
20.0,50,647.525935
18.0,43,647.955766
13.0,44,648.390014
30.0,50,648.930104
7.0,46,649.404121
-3.0,41,649.831991
6.0,38,650.204918
15.0,47,650.692706
15.0,58,651.328912
12.0,43,651.787751
15.0,34,652.178872
1.0,50,652.691778
13.0,52,653.201784
8.0,40,653.62421
9.0,31,653.957595
28.0,43,654.412278
15.0,46,654.870095
24.0,47,655.335181
10.0,32,655.64427
4.0,46,656.24267
7.0,43,656.701788
6.0,34,657.064157
16.0,38,657.457541
25.0,38,657.829345
5.0,45,830.164992
13.0,45,830.615617
10.0,28,830.900651
14.0,43,831.344483
7.0,33,831.715795
6.0,37,832.125242
5.0,61,832.774809
23.0,45,833.237942
5.0,34,833.589836
3.0,38,833.973757
9.0,32,834.288623
17.0,39,834.673947
8.0,37,835.035532
0.0,44,835.470877
15.0,43,835.883974
11.0,38,836.279217
0.0,44,836.71318
13.0,39,837.122503
5.0,43,837.55937
7.0,37,837.915623
15.0,50,841.760964
17.0,47,842.23755
11.0,41,842.668595
20.0,41,843.081745
3.0,50,843.58011
12.0,54,844.136441
5.0,38,844.534775
8.0,39,844.929381
7.0,38,845.336551
-3.0,37,845.732014
15.0,38,846.115345
13.0,42,846.54247
15.0,39,846.931644
7.0,49,847.425287
13.0,32,847.742643
30.0,52,848.298937
18.0,31,848.657232
-5.0,33,849.03571
23.0,42,849.512268
10.0,48,850.033319
-2.0,42,850.479212
20.0,54,851.05418
12.0,40,851.475546
4.0,44,855.157974
7.0,43,855.612309
9.0,49,856.095069
20.0,42,856.499628
12.0,42,856.917206
15.0,31,857.219139
5.0,57,1032.52707
31.0,51,1033.04294
2.0,33,1033.38594
22.0,52,1033.968016
10.0,33,1034.330345
23.0,34,1034.678597
11.0,56,1035.238789
