#{"t_start": 1675347725.8839588, "env_id": "pushing-turtle-v0"}
r,l,t
-5.0,48,2.732939
3.0,47,3.274362
12.0,35,3.699962
-4.0,29,4.017024
-6.0,35,4.373611
0.0,45,4.835443
-9.0,40,5.250343
-11.0,44,5.706935
-9.0,51,6.196715
0.0,45,6.660071
-7.0,53,7.210226
6.0,39,7.586712
7.0,47,8.105407
4.0,39,8.502155
1.0,34,8.890807
8.0,42,9.334059
7.0,44,9.815932
4.0,38,10.20061
-2.0,35,10.574344
-3.0,42,11.019629
-7.0,34,11.361746
4.0,44,11.825352
-15.0,51,12.342558
11.0,43,15.994102
-3.0,35,16.346827
7.0,32,16.682245
2.0,40,17.074301
2.0,40,17.476481
-6.0,40,17.892222
7.0,38,18.29039
-5.0,47,18.771422
3.0,38,19.159551
5.0,33,19.538615
3.0,47,20.066514
-6.0,42,20.551271
-1.0,42,20.979497
-14.0,40,21.398151
-3.0,30,21.706841
9.0,39,22.119031
12.0,40,22.528484
-4.0,40,22.938501
-9.0,38,23.318486
-3.0,40,23.719795
-1.0,27,23.989485
0.0,38,24.376603
-6.0,45,24.821951
-3.0,38,25.21636
7.0,45,25.663102
9.0,53,26.171852
3.0,47,29.938118
0.0,32,208.096573
-7.0,44,208.552174
5.0,41,208.963711
-5.0,39,209.353102
-11.0,38,209.735383
0.0,43,210.188994
0.0,43,210.643524
3.0,43,211.120643
12.0,34,211.474773
0.0,38,211.892425
-4.0,43,212.341212
14.0,41,212.806167
-6.0,47,213.333882
4.0,40,213.748767
12.0,35,214.115663
16.0,34,214.477685
-9.0,35,214.842227
-18.0,32,215.184962
5.0,38,215.568709
8.0,39,215.979901
7.0,41,216.450787
-3.0,38,216.862767
9.0,48,217.37297
-5.0,40,217.80127
-2.0,51,221.776948
9.0,48,222.299004
23.0,41,222.755331
0.0,40,223.221908
8.0,42,223.678742
10.0,40,224.16156
-2.0,33,224.535736
0.0,48,225.062912
8.0,34,225.436007
3.0,35,225.801657
-10.0,40,226.241093
3.0,32,226.590557
19.0,39,227.007888
15.0,46,227.524112
-6.0,43,227.99305
-4.0,46,228.472858
4.0,40,228.898751
-9.0,48,229.388393
0.0,48,229.896716
-15.0,35,230.267397
-14.0,43,230.725928
3.0,36,231.111737
9.0,41,231.551624
