#{"t_start": 1675347725.7810802, "env_id": "pushing-turtle-v0"}
r,l,t
-1.0,40,2.735084
-3.0,44,3.265489
-6.0,36,3.668526
-2.0,30,4.029599
-4.0,35,4.386401
12.0,55,4.946911
7.0,44,5.401641
-6.0,37,5.788455
-2.0,43,6.202596
-6.0,43,6.61967
-4.0,37,7.03259
8.0,32,7.350829
-3.0,47,7.824798
-4.0,40,8.257422
2.0,40,8.681144
11.0,36,9.069051
15.0,37,9.46588
-1.0,42,9.927097
9.0,38,10.311964
-2.0,39,10.728074
-10.0,26,11.004404
5.0,63,11.645539
9.0,46,12.120428
7.0,36,12.493376
0.0,32,12.816594
-12.0,43,16.467323
-3.0,28,16.762084
-9.0,32,17.074983
-14.0,33,17.398058
-14.0,49,17.912386
-12.0,35,18.263419
2.0,47,18.756243
2.0,33,19.092946
-7.0,45,19.595719
-2.0,39,20.037416
-21.0,43,20.520811
-11.0,42,20.967992
-10.0,35,21.340912
-3.0,43,21.775253
2.0,36,22.134544
7.0,33,22.50176
-14.0,34,22.848445
-13.0,57,23.419498
-9.0,51,23.924223
10.0,34,24.268341
-3.0,49,24.763843
-9.0,40,25.174487
5.0,37,25.534529
7.0,55,26.081704
-7.0,36,29.733769
-3.0,42,207.951575
-3.0,52,208.523384
0.0,36,208.887235
0.0,50,209.387294
0.0,49,209.875633
11.0,44,210.346201
6.0,43,210.800466
-3.0,52,211.368508
-5.0,36,211.752115
-2.0,50,212.284252
5.0,38,212.707853
-3.0,32,213.075517
12.0,44,213.554507
3.0,38,213.947747
3.0,42,214.385442
7.0,43,214.841684
-1.0,43,215.296929
5.0,50,215.807658
2.0,44,216.297665
-14.0,38,216.720534
7.0,52,217.272169
-4.0,37,217.674767
7.0,32,218.005136
-8.0,49,221.969528
4.0,36,222.361128
-6.0,38,222.775158
-6.0,38,223.222726
0.0,32,223.572035
4.0,55,224.203231
4.0,42,224.700082
-6.0,58,225.322996
13.0,53,225.893147
-9.0,46,226.394347
-1.0,48,226.92172
2.0,47,227.443264
-6.0,39,227.869312
10.0,34,228.22944
-3.0,41,228.667756
6.0,45,229.133653
14.0,42,229.562427
-2.0,52,230.116181
-6.0,44,230.58871
16.0,49,231.105932
2.0,41,231.541057
2.0,41,231.978946
-2.0,47,235.800652
-1.0,35,236.230909
15.0,44,236.717564
-5.0,41,423.84246
4.0,39,424.353249
4.0,37,424.805057
-3.0,34,425.219017
-1.0,31,425.583925
5.0,42,426.079903
1.0,50,426.66947
2.0,32,427.038396
13.0,42,427.579363
8.0,49,428.226104
8.0,50,428.832862
8.0,41,429.302877
14.0,31,429.660677
10.0,36,430.06998
4.0,37,430.540404
-4.0,45,431.088669
-11.0,43,431.627055
12.0,40,432.089605
2.0,43,432.644552
3.0,38,433.114871
10.0,34,433.519689
7.0,58,434.176569
7.0,42,437.951187
3.0,44,438.51673
4.0,38,438.986339
12.0,39,439.438041
8.0,35,439.81904
3.0,44,440.306094
4.0,52,440.88607
2.0,35,441.246129
9.0,40,441.66642
5.0,40,442.145476
-5.0,48,442.705148
7.0,48,443.284709
-14.0,42,443.822432
-1.0,34,444.256087
-6.0,36,444.716292
12.0,39,445.233546
10.0,42,445.768524
19.0,39,446.209203
-6.0,50,446.773443
0.0,38,447.23991
30.0,50,447.854126
-1.0,45,448.42147
-2.0,50,449.125334
12.0,40,449.634315
15.0,43,450.309626
10.0,35,450.698475
2.0,38,451.105556
10.0,45,633.366558
10.0,28,633.727221
