#{"t_start": 1673972143.84257, "env_id": "sokoban-turtle-v0"}
r,l,t
-24.0,42,3.330152
-6.0,44,5.222928
-18.0,46,7.421067
-10.0,42,38.316508
-8.0,36,47.477972
-11.0,42,49.03829
-6.0,39,125.783484
-4.0,42,127.381517
-24.0,56,161.262397
-8.0,45,163.624474
-2.0,43,167.500309
-1.0,41,170.00618
-14.0,51,171.753214
-27.0,45,173.923854
-2.0,47,175.633772
-18.0,35,230.666057
-12.0,43,232.803966
8.0,43,235.128929
4.0,38,237.913383
12.0,46,239.104187
2.0,38,240.244505
-8.0,48,257.865029
-1.0,67,266.654674
-28.0,48,268.290195
-16.0,43,269.809878
-4.0,34,271.397621
-25.0,52,324.093453
4.0,47,326.475283
-18.0,43,328.175195
-26.0,30,329.947481
-17.0,56,332.61309
-14.0,38,334.708601
-11.0,37,377.021723
-7.0,33,378.976105
-12.0,46,381.46571
-6.0,28,382.824965
-5.0,48,384.317432
-2.0,42,385.551396
-7.0,44,426.435352
-24.0,46,428.514618
-11.0,42,429.863081
-21.0,32,431.839787
2.0,44,434.831296
-10.0,51,581.020492
-4.0,51,584.744258
0.0,42,586.314634
-16.0,48,588.732956
-8.0,35,802.414939
-14.0,65,1178.857212
-12.0,48,1180.543555
-4.0,46,1261.431391
-1.0,39,1263.556574
0.0,43,1265.466844
6.0,27,1267.005434
-2.0,31,1268.20806
-3.0,45,1269.923312
-8.0,51,1443.379848
18.0,53,1505.367833
-2.0,56,1507.582843
-12.0,33,1509.285313
-10.0,58,1575.477466
-12.0,39,1577.297293
-8.0,68,1581.263591
6.0,42,1685.061433
-6.0,43,1687.241287
-3.0,43,1689.93016
-4.0,32,1690.586151
-14.0,41,1693.791695
-6.0,44,1702.813759
4.0,36,1705.386959
-12.0,45,1835.322649
-6.0,49,1837.53538
-7.0,36,1838.841084
-5.0,51,1843.766453
-2.0,41,1859.76928
-16.0,38,1900.850232
-19.0,42,2008.157682
-2.0,48,2010.176722
-10.0,38,2112.312136
-16.0,47,2114.771339
15.0,51,2117.076828
-15.0,47,2364.437447
-6.0,59,2424.161493
-2.0,44,2462.42001
12.0,48,2464.830523
10.0,37,2467.252493
-8.0,47,2470.478955
7.0,47,2472.807881
0.0,36,2475.057897
13.0,44,2581.36173
0.0,46,2796.484763
-10.0,43,2799.285199
-4.0,44,2800.057026
4.0,50,3016.184081
0.0,34,3018.226974
-14.0,34,3019.624467
4.0,45,3022.05047
-1.0,34,3024.50916
-2.0,37,3087.031435
8.0,43,3344.171725
-10.0,38,3385.431795
-4.0,32,3387.147423
8.0,42,3389.463027
8.0,28,3668.611158
4.0,36,3670.920644
2.0,37,3764.534244
14.0,50,3858.065312
-4.0,62,3992.677233
8.0,64,3997.325815
-16.0,41,4038.540737
0.0,55,4323.429709
0.0,49,4489.911198
0.0,32,4756.893051
-10.0,56,5129.836443
2.0,41,5983.26703
-2.0,48,6011.938543
-5.0,34,6169.490329
-6.0,37,6171.27479
-2.0,38,6174.492629
-1.0,36,6177.028019
8.0,46,6179.923514
0.0,49,6182.759666
6.0,48,6186.186922
-5.0,50,6189.036231
1.0,46,6191.27902
-10.0,43,6300.304199
-2.0,37,6302.432691
9.0,40,6305.843571
6.0,49,6309.143005
2.0,42,6310.778019
-2.0,34,6341.59494
4.0,43,6343.777265
-8.0,46,6491.652705
-9.0,41,6658.187108
2.0,35,7025.033149
6.0,43,7027.991312
-2.0,36,7030.35486
-3.0,54,7272.973583
9.0,38,7275.871516
-2.0,47,7278.148948
6.0,34,7333.807727
-6.0,60,7608.922512
-4.0,41,7717.369545
5.0,43,8248.728099
6.0,39,8433.561222
10.0,39,8664.356579
6.0,36,8666.38311
-2.0,42,8669.032092
9.0,43,8671.678817
-3.0,35,8705.545769
-4.0,45,8707.865088
-5.0,47,8830.783425
2.0,51,9754.939034
4.0,45,9756.692945
6.0,37,9758.237367
4.0,44,9761.363067
10.0,44,9764.785242
-2.0,46,9767.390553
-4.0,39,9817.015174
-8.0,42,9819.619253
4.0,50,9821.858304
4.0,36,9824.113093
6.0,45,9826.343923
-14.0,41,9829.631295
6.0,37,9832.433106
6.0,38,9987.84239
0.0,52,10274.407944
8.0,44,10748.10819
-6.0,49,10750.24343
-12.0,35,10751.896677
6.0,52,10805.646943
-10.0,43,10848.133024
2.0,44,10851.029858
-10.0,44,10853.972127
-4.0,51,10857.210044
-6.0,46,10859.313675
2.0,45,10862.878554
3.0,44,11219.807711
-2.0,53,11344.009313
