#{"t_start": 1673779197.5936832, "env_id": "sokoban-turtle-v0"}
r,l,t
-4.0,44,2.916729
2.0,34,3.211423
-19.0,45,3.547212
-4.0,40,3.863872
7.0,68,4.385119
4.0,46,4.734314
1.0,51,5.112493
-1.0,43,5.454497
-23.0,47,5.804752
-6.0,36,6.081606
4.0,39,6.366586
-5.0,55,6.754429
4.0,46,7.064023
-8.0,45,7.37731
-7.0,53,7.753115
-18.0,49,8.112591
-1.0,33,8.340626
8.0,39,8.618264
-10.0,48,8.948576
-11.0,52,9.343269
6.0,41,9.641532
7.0,52,13.73229
-5.0,39,14.021052
1.0,39,14.28944
-9.0,48,14.631282
7.0,55,14.975297
7.0,45,15.242595
-3.0,47,15.553502
4.0,55,15.903119
5.0,40,16.161375
-7.0,50,16.501962
10.0,47,16.800613
6.0,48,17.103252
-7.0,38,17.347148
2.0,37,17.569881
-4.0,45,17.885261
5.0,55,18.260557
7.0,39,18.500817
-10.0,53,18.821658
-18.0,46,19.078277
-15.0,46,19.355562
-8.0,38,19.575884
-14.0,44,19.837468
-16.0,39,20.072432
0.0,40,20.429493
15.0,45,226.726182
-3.0,37,226.969769
16.0,41,227.260396
15.0,44,227.540521
4.0,43,227.831044
-5.0,55,228.185496
3.0,44,228.473867
4.0,45,228.756464
-10.0,40,229.009547
4.0,43,229.27728
6.0,64,229.66509
4.0,45,229.938061
8.0,39,230.168617
-11.0,37,230.392544
7.0,39,230.638045
9.0,39,230.884803
4.0,36,231.100001
1.0,34,231.323501
0.0,35,231.54092
-5.0,40,231.804963
-2.0,50,232.119875
5.0,40,232.433891
0.0,34,236.254841
5.0,40,236.501643
-11.0,56,236.865464
-9.0,43,237.133044
12.0,53,237.465632
0.0,46,237.757931
-15.0,51,238.065589
8.0,52,238.384831
13.0,48,238.68611
-2.0,49,239.01185
-1.0,46,239.294129
-14.0,43,239.564372
15.0,44,239.828503
26.0,45,240.112329
18.0,64,240.506783
8.0,55,240.84616
-7.0,32,241.033879
8.0,51,241.361138
11.0,37,241.586532
-3.0,40,241.84426
-5.0,31,242.034303
20.0,37,242.25386
1.0,55,246.085028
14.0,50,246.385375
-12.0,40,455.363649
6.0,39,455.608963
-5.0,40,455.848161
15.0,47,456.130161
-3.0,41,456.377042
17.0,46,456.66241
9.0,46,456.939114
8.0,39,457.197172
19.0,39,457.431327
-4.0,33,457.626318
-12.0,52,457.938046
15.0,43,458.205709
-7.0,38,458.438596
9.0,47,458.733476
19.0,41,458.974704
11.0,58,459.353336
-13.0,49,459.667327
5.0,46,459.962654
17.0,55,460.327765
12.0,49,460.636127
0.0,41,464.534773
6.0,60,464.922326
16.0,45,465.225351
-5.0,51,465.535771
15.0,31,465.722314
3.0,46,466.007125
-3.0,51,466.318376
-7.0,46,466.585947
8.0,47,466.868481
-8.0,47,467.146566
10.0,43,467.403377
11.0,48,467.691096
4.0,52,468.00471
-3.0,43,468.255179
11.0,45,468.535533
5.0,41,468.777758
8.0,41,469.028487
7.0,42,469.289923
15.0,49,469.589903
13.0,47,469.875458
1.0,36,470.097001
4.0,53,470.419861
16.0,42,474.173584
-3.0,48,474.465169
-8.0,53,474.780296
-5.0,30,474.953804
-3.0,42,705.850053
-1.0,35,706.078486
10.0,44,706.375382
15.0,46,706.672385
3.0,49,706.987117
16.0,44,707.273926
-2.0,51,707.630997
6.0,37,707.882406
-8.0,40,708.146476
10.0,57,708.535571
13.0,39,708.827236
7.0,49,709.156622
1.0,43,709.465496
8.0,43,709.772123
15.0,50,710.110457
0.0,38,710.357442
12.0,46,710.649213
15.0,37,710.888255
-7.0,43,711.177912
9.0,53,716.017095
11.0,72,716.513631
10.0,54,716.867912
-4.0,46,717.173457
10.0,40,717.440151
15.0,35,717.666051
0.0,59,718.057563
2.0,54,718.425819
15.0,43,718.726863
-7.0,50,719.054258
-4.0,31,719.255683
5.0,45,719.543589
12.0,42,719.817548
13.0,45,720.115244
4.0,42,720.388888
6.0,45,720.695671
-5.0,42,720.973097
9.0,55,721.338661
6.0,38,721.589909
23.0,43,721.882338
1.0,38,722.143919
9.0,42,722.437706
9.0,35,722.792741
21.0,45,723.097956
9.0,42,723.377777
5.0,73,723.880641
15.0,46,968.598276
14.0,41,968.879254
10.0,38,969.138182
11.0,40,969.401515
40.0,54,969.756757
6.0,42,970.031422
18.0,36,970.26735
13.0,40,970.531287
16.0,47,970.850528
-1.0,36,971.094736
7.0,37,971.38733
5.0,49,971.719269
19.0,75,972.244102
33.0,54,972.604238
26.0,57,973.004435
-6.0,48,973.337916
10.0,48,973.726525
2.0,49,978.632129
4.0,49,978.956508
11.0,46,979.318402
-5.0,54,979.71165
-4.0,53,980.04507
20.0,43,980.324532
9.0,36,980.56441
23.0,43,980.85091
15.0,47,981.156865
11.0,43,981.444404
25.0,40,981.716
11.0,42,982.02621
11.0,48,982.358838
5.0,36,982.612314
11.0,49,982.958976
0.0,47,983.268206
11.0,42,983.552895
31.0,59,983.947053
0.0,40,984.211453
1.0,41,984.484036
3.0,42,984.756839
12.0,51,985.094625
9.0,60,989.93095
5.0,48,990.247495
-1.0,42,990.529173
6.0,43,990.816555
22.0,44,991.10505
2.0,50,1236.002586
19.0,40,1236.26067
-8.0,48,1236.572791
21.0,41,1236.835845
-9.0,47,1237.134655
23.0,41,1237.405595
21.0,47,1237.730777
4.0,46,1238.030536
10.0,33,1238.257356
0.0,41,1238.530956
25.0,52,1238.906123
-3.0,43,1239.253227
12.0,51,1239.603269
1.0,35,1239.836625
6.0,66,1240.29114
4.0,52,1240.627327
13.0,50,1240.967459
18.0,35,1245.820949
1.0,50,1246.153874
20.0,30,1246.346286
20.0,44,1246.630355
14.0,58,1247.020315
31.0,47,1247.331711
-2.0,51,1247.667358
14.0,43,1247.959832
10.0,32,1248.174496
10.0,50,1248.509994
0.0,40,1248.772804
15.0,42,1249.076941
9.0,45,1249.375174
21.0,36,1249.616316
-4.0,34,1249.842276
11.0,41,1250.117539
1.0,51,1250.456772
6.0,54,1250.819384
6.0,55,1251.188465
11.0,39,1251.45085
15.0,60,1251.844857
0.0,30,1252.048786
27.0,63,1252.581437
21.0,40,1252.846623
21.0,42,1253.128848
21.0,43,1253.418041
5.0,36,1253.663054
11.0,28,1253.853629
40.0,51,1254.210177
24.0,51,1500.305843
19.0,42,1500.618791
11.0,43,1500.910911
6.0,41,1501.18298
6.0,40,1501.453276
22.0,51,1501.78944
20.0,44,1502.07349
9.0,41,1502.350899
10.0,51,1502.687235
15.0,55,1503.048284
16.0,57,1503.429094
-4.0,36,1503.665118
14.0,46,1503.967225
9.0,46,1504.261753
27.0,53,1504.608868
25.0,46,1509.523118
14.0,41,1509.810358
11.0,47,1510.124648
1.0,32,1510.345865
14.0,35,1510.592697
25.0,40,1510.876889
10.0,42,1511.159121
7.0,38,1511.428228
5.0,31,1511.636319
0.0,34,1511.909259
9.0,47,1512.24986
24.0,65,1512.691841
2.0,40,1512.982096
16.0,51,1513.355985
8.0,40,1513.622265
20.0,46,1513.939567
33.0,69,1514.427418
36.0,55,1514.801017
14.0,43,1515.101822
15.0,44,1515.41067
17.0,49,1515.739783
30.0,61,1516.144322
19.0,48,1521.2304
6.0,39,1521.487308
37.0,61,1521.890216
33.0,61,1522.284624
9.0,42,1522.557879
17.0,52,1522.894939
20.0,42,1523.173066
2.0,49,1770.812254
13.0,52,1771.148315
27.0,61,1771.523936
24.0,46,1771.816216
12.0,45,1772.112007
9.0,44,1772.397968
13.0,57,1772.779269
14.0,48,1773.102679
14.0,45,1773.411397
33.0,57,1773.795873
14.0,49,1774.138395
17.0,58,1774.523157
14.0,43,1774.796961
39.0,60,1780.126747
16.0,49,1780.45252
16.0,55,1780.808319
6.0,33,1781.025085
23.0,50,1781.360037
18.0,53,1781.697516
36.0,57,1782.057032
17.0,48,1782.365167
21.0,51,1782.695409
15.0,44,1782.984522
4.0,61,1783.374366
30.0,62,1783.788408
33.0,42,1784.071067
24.0,37,1784.309197
9.0,56,1784.659297
24.0,46,1784.952974
30.0,47,1785.260926
15.0,34,1785.482061
27.0,66,1785.976611
39.0,54,1786.342024
15.0,43,1786.756167
18.0,47,1787.073151
28.0,58,1787.44726
3.0,59,1787.833239
0.0,47,1788.143737
11.0,41,1788.401541
24.0,35,1788.623186
27.0,55,1788.977162
19.0,49,2037.465518
20.0,45,2037.810981
27.0,47,2038.188999
21.0,68,2038.674981
33.0,50,2039.028041
24.0,62,2039.479788
17.0,53,2039.858358
30.0,40,2040.144176
20.0,51,2040.498441
15.0,39,2040.769346
19.0,63,2041.206619
11.0,62,2041.640004
21.0,37,2047.098595
7.0,52,2047.455084
15.0,42,2047.72807
20.0,55,2048.096176
10.0,50,2048.413563
15.0,47,2048.718095
9.0,50,2049.042892
20.0,47,2049.369437
