#{"t_start": 1673787952.7954314, "env_id": "sokoban-turtle-v0"}
r,l,t
-12.0,70,111.732814
-2.0,66,271.001681
-2.0,65,737.582783
-2.0,65,1780.833834
2.0,61,2166.296976
-14.0,55,2547.555042
-14.0,69,2714.191992
-30.0,84,2990.319792
-48.0,84,3262.334718
-2.0,61,3475.643791
-2.0,67,3749.092719
-6.0,72,3906.287453
-10.0,54,4037.291449
36.0,1,4041.99801
-16.0,61,4269.754838
-32.0,57,4401.826551
-28.0,56,4886.195651
-20.0,72,5049.238135
-6.0,70,5297.104246
-21.0,69,5446.115407
6.0,62,5518.267391
-32.0,65,5614.983824
36.0,19,5699.501767
-14.0,61,5938.788898
-4.0,69,6076.107578
-24.0,65,6251.58794
-42.0,85,6478.981757
-2.0,85,7071.054521
-6.0,69,7628.409304
-12.0,63,7957.117109
-8.0,66,8272.209856
-1.0,70,8359.14441
-2.0,66,8905.615805
-6.0,57,9111.54013
-8.0,77,9667.565582
-3.0,70,10106.710655
55.0,74,10450.640505
-8.0,68,10519.474386
-8.0,71,10730.650189
-5.0,79,11099.059124
0.0,71,11405.069474
6.0,70,11719.694469
-16.0,60,12506.068491
4.0,66,13207.059754
-2.0,60,13609.022876
-36.0,74,14065.945153
0.0,64,14355.2907
-14.0,52,14564.44148
-12.0,74,14798.732039
-8.0,58,15009.068995
40.0,49,15202.145624
7.0,67,15365.306322
-8.0,64,15829.296906
2.0,54,16015.980501
-14.0,71,16122.366522
-2.0,79,16506.504128
4.0,88,16942.872359
-12.0,94,17246.164865
2.0,63,17426.848415
2.0,77,17727.088301
-16.0,67,18274.359143
-19.0,68,18334.64923
-6.0,68,18766.003865
-8.0,42,18919.366223
-4.0,59,19398.412349
-2.0,57,19601.908592
-2.0,55,19862.221665
2.0,67,20485.558127
-6.0,92,21015.976645
-6.0,68,21293.339119
-2.0,70,22008.625425
0.0,1,22024.701744
-6.0,73,22233.980587
2.0,64,22557.230211
-8.0,67,22954.101357
-6.0,66,23582.945576
-10.0,71,24297.909687
-2.0,76,24577.146139
-6.0,62,24814.966228
-4.0,64,24859.014744
-10.0,69,25127.347386
4.0,77,25301.362675
0.0,101,26214.757516
-8.0,64,26465.024978
-7.0,65,26584.281135
2.0,65,26941.499258
-8.0,64,27183.107397
-11.0,68,27389.610717
-6.0,80,27931.762439
-2.0,69,28260.408953
4.0,61,28534.747197
-6.0,68,29640.885489
-6.0,64,29787.63706
97.0,18,30247.951134
-4.0,74,30613.277984
4.0,65,31366.364498
36.0,4,31439.902851
0.0,68,31832.247158
0.0,68,32076.251421
2.0,77,32335.208221
2.0,50,32463.789083
-2.0,83,32811.264394
-12.0,55,32886.189006
6.0,61,33154.749584
-10.0,65,33306.018537
-10.0,82,33510.098984
-4.0,76,33858.733348
-9.0,91,34228.571555
-12.0,64,34275.817212
2.0,55,34415.851703
-5.0,57,34711.8719
4.0,81,35093.340197
-2.0,69,35396.677916
4.0,69,35648.800682
0.0,1,35661.878001
38.0,22,35712.105897
-6.0,46,35880.8808
-6.0,71,36007.368143
-2.0,53,36304.102107
4.0,71,36550.743285
-10.0,59,36773.853801
-2.0,74,37107.634676
-9.0,82,37438.627779
38.0,3,37441.926765
8.0,66,37498.011947
0.0,70,37690.66434
4.0,69,38166.390671
45.0,7,38174.814839
0.0,54,38761.071858
0.0,55,39124.929176
0.0,53,39596.960154
6.0,105,40369.452957
-6.0,101,40647.992277
6.0,75,41026.126188
4.0,67,41499.093556
-8.0,70,41774.823192
0.0,65,41862.449583
10.0,76,42129.84697
3.0,65,42264.115858
74.0,33,42339.974936
7.0,72,42798.596677
2.0,62,42964.386174
-7.0,74,43415.602329
-5.0,77,43534.134317
4.0,82,43716.486182
-6.0,71,44249.814415
10.0,68,44585.767111
4.0,67,44804.328116
4.0,94,45134.343442
4.0,74,45402.638428
2.0,49,45661.782289
-6.0,62,45932.964666
-2.0,65,46054.230629
0.0,62,46485.513607
3.0,82,47085.236549
0.0,76,47410.165324
-16.0,70,47533.91241
-4.0,69,48066.090739
-2.0,56,48269.830752
-10.0,56,48578.081013
2.0,58,48804.89199
-2.0,74,49165.271212
4.0,74,49380.087527
-8.0,62,49773.804651
6.0,55,49983.964071
125.0,66,50553.761367
2.0,64,51068.341917
2.0,65,51294.69625
38.0,12,51357.692489
-12.0,73,51774.754808
-6.0,69,52144.868229
-6.0,74,52336.197417
-12.0,64,52550.579673
4.0,60,52689.962591
-6.0,51,52806.58704
1.0,77,53099.76966
0.0,71,53438.335873
6.0,62,53547.128673
2.0,47,53728.907281
-10.0,74,54338.193418
-6.0,59,54738.803583
-12.0,93,54994.313215
4.0,59,55240.604651
5.0,62,55452.605509
4.0,77,55769.357052
-4.0,55,56718.811683
8.0,54,56931.373212
6.0,62,57147.865996
-4.0,92,57689.542818
4.0,57,57883.699577
26.0,6,57886.898829
0.0,60,58432.507893
4.0,74,58671.044601
4.0,68,59075.75196
2.0,69,59481.391757
0.0,77,59941.99666
2.0,53,60477.360801
-8.0,68,60896.958704
-4.0,61,61079.340292
10.0,71,61231.605612
39.0,31,61321.901435
0.0,57,61516.234657
-1.0,66,61845.897211
-28.0,71,62148.840461
6.0,91,62603.655811
-8.0,66,62846.015141
4.0,64,63076.888752
-2.0,54,63231.224723
0.0,74,63533.706182
-4.0,57,63658.567379
4.0,63,64063.948305
-2.0,56,64463.37168
10.0,70,64910.005167
2.0,73,65161.815035
4.0,63,65235.927075
8.0,63,65334.946705
-14.0,57,65584.738344
0.0,63,65782.321527
5.0,75,66038.10866
6.0,50,66219.700441
12.0,68,66509.40082
-2.0,81,66936.656882
-2.0,77,67558.374461
6.0,47,67600.408624
2.0,58,67947.078719
0.0,69,68349.156709
-2.0,64,68518.501554
8.0,65,68855.500517
2.0,63,69171.207556
0.0,81,69723.669412
0.0,57,69832.763613
8.0,65,69987.31011
0.0,68,70411.145902
6.0,63,70823.139861
2.0,54,70898.554801
0.0,62,71107.574942
0.0,53,71343.012849
-2.0,61,71553.683697
10.0,65,71601.964461
8.0,65,72206.456709
6.0,64,72603.871794
6.0,71,73129.356951
-6.0,71,73442.144473
-2.0,64,73581.617267
-6.0,62,73845.963701
9.0,62,74241.522629
3.0,57,74808.995674
0.0,58,75045.341407
-21.0,61,75317.498518
0.0,58,75617.355984
10.0,65,75811.448185
-4.0,57,75927.53725
-4.0,72,76249.408752
0.0,63,76547.05127
0.0,66,77216.319951
4.0,59,77629.815269
14.0,62,77762.674546
0.0,58,78036.925461
0.0,58,78426.229382
0.0,54,78566.263078
2.0,74,78820.073453
6.0,52,79025.658443
10.0,50,79183.271463
76.0,16,79347.154946
8.0,69,79766.879021
-4.0,53,80263.14611
8.0,59,80440.432476
-2.0,59,80888.252913
2.0,64,81341.438749
12.0,79,81717.371956
32.0,20,81807.31988
0.0,2,81857.984063
11.0,62,82230.158612
112.0,35,82358.413171
0.0,53,82866.493712
-6.0,72,83101.50496
6.0,67,83408.724632
0.0,60,83518.492024
49.0,11,83538.601128
10.0,69,83848.669994
10.0,60,84230.823262
4.0,59,84516.24041
0.0,47,84691.048017
0.0,74,84923.478163
-2.0,71,85550.326206
0.0,62,85845.729839
0.0,51,86168.163044
51.0,60,86408.689489
14.0,70,86818.644976
4.0,57,87158.471297
-4.0,70,87565.516194
4.0,47,87972.921108
6.0,60,88259.590362
0.0,68,88655.259525
41.0,41,88953.17575
12.0,60,89172.360283
-2.0,69,89435.136466
0.0,52,89738.586741
37.0,33,89911.671901
-6.0,61,90361.600346
6.0,50,90406.039012
4.0,67,90616.553193
8.0,79,90909.840012
-2.0,75,91237.490283
0.0,58,91479.358234
2.0,64,91746.612086
2.0,68,91970.919967
6.0,55,92270.96978
-3.0,74,92510.223908
-8.0,75,92699.159308
-10.0,54,93006.240487
-2.0,53,93079.539761
0.0,59,93335.913102
0.0,49,93495.12984
7.0,62,93817.158281
4.0,58,94099.671091
0.0,89,94440.990567
-10.0,72,94877.645503
-2.0,69,95163.947154
2.0,70,95594.411667
4.0,47,95732.551789
-4.0,71,95965.46338
2.0,69,96139.378749
0.0,73,96391.179241
-4.0,57,96949.999041
8.0,64,97252.188415
5.0,63,97518.596024
-4.0,71,97777.669311
-10.0,76,98232.093508
2.0,62,98571.724237
27.0,11,98577.679865
0.0,76,99048.722267
8.0,83,99437.656577
-6.0,66,99996.527783
8.0,67,100189.174161
8.0,71,100402.236259
10.0,92,100680.331352
-2.0,56,100840.293314
-2.0,72,101058.146367
2.0,53,101173.34632
29.0,16,101210.589752
-6.0,53,101288.660553
-2.0,72,101639.581567
0.0,64,102212.236566
2.0,68,102494.606543
7.0,49,102687.77256
10.0,63,103161.453017
-9.0,72,103471.504715
8.0,53,103621.786428
4.0,56,104583.356724
-2.0,62,104933.862649
2.0,50,105133.21615
12.0,92,105533.422243
2.0,51,105703.903645
-1.0,71,105828.603054
-8.0,71,106274.646905
2.0,51,106817.548267
4.0,52,107289.993747
6.0,63,107608.189048
9.0,57,107879.384629
12.0,54,108197.399587
-2.0,59,108379.113253
8.0,71,108805.180462
-14.0,72,108991.846564
6.0,53,109269.372532
-2.0,54,109607.645172
-6.0,83,109863.087813
12.0,72,110035.18192
-2.0,53,110377.576019
2.0,51,110449.247007
3.0,58,110695.927894
-6.0,61,110928.789505
31.0,55,111063.071688
4.0,56,111399.131242
12.0,65,111803.521489
0.0,60,112389.415808
2.0,56,112628.110928
39.0,18,112686.382198
87.0,40,112878.412825
-4.0,83,113087.061916
10.0,62,113585.549536
-4.0,47,113776.506165
6.0,98,114127.658039
-16.0,58,114520.846909
10.0,100,114967.956804
2.0,62,115049.124258
4.0,77,115456.406114
46.0,47,115614.041948
-6.0,80,115980.399939
4.0,65,116374.423166
