#{"t_start": 1674124010.740564, "env_id": "sokoban-turtle-v0"}
r,l,t
5.0,45,2.312526
-23.0,43,2.686149
-13.0,47,3.022819
-7.0,48,3.315086
-5.0,47,3.603715
2.0,43,3.867328
7.0,46,4.160411
-14.0,53,4.474037
17.0,47,4.756221
0.0,43,5.011858
-18.0,49,5.319414
9.0,41,5.587579
-30.0,51,5.902892
-1.0,43,6.187587
-11.0,40,6.428785
-4.0,37,6.659585
6.0,37,6.898801
-10.0,38,7.127006
15.0,30,7.288884
-1.0,43,7.538888
10.0,40,7.763539
5.0,49,8.055191
12.0,38,8.28908
-18.0,44,12.087052
5.0,47,12.378386
-25.0,50,12.66995
14.0,45,12.939002
-5.0,40,13.175774
3.0,54,13.529055
-8.0,46,13.796217
3.0,47,14.051165
13.0,44,14.308331
-3.0,40,14.579063
-5.0,52,14.904026
-7.0,40,15.152383
3.0,29,15.337099
-5.0,41,15.612435
-10.0,40,15.882287
-3.0,46,16.174451
6.0,39,16.417744
4.0,39,16.692234
14.0,41,16.946961
-5.0,47,17.247247
6.0,52,17.565462
-1.0,37,17.797748
1.0,38,18.026672
4.0,41,21.839877
-4.0,31,229.792149
-25.0,44,230.105312
7.0,39,230.358891
11.0,39,230.600635
0.0,51,230.934592
-9.0,40,231.173524
4.0,43,231.474443
10.0,50,231.809784
9.0,41,232.070939
11.0,49,232.381619
4.0,38,232.605606
-4.0,36,232.862452
-9.0,36,233.088311
14.0,40,233.318731
-8.0,39,233.551589
-4.0,38,233.805771
-8.0,43,234.082956
4.0,38,234.307435
6.0,47,234.583323
1.0,49,234.855756
6.0,39,235.098018
32.0,46,235.375021
18.0,33,235.568309
4.0,31,239.218332
-1.0,49,239.52048
23.0,62,239.927865
9.0,46,240.224344
14.0,49,240.56541
9.0,37,240.803759
-1.0,32,241.006671
16.0,51,241.323
12.0,36,241.54044
3.0,38,241.783348
-9.0,50,242.115598
6.0,42,242.411352
14.0,33,242.621618
7.0,37,242.85153
1.0,40,243.0951
7.0,53,243.429511
17.0,38,243.653816
2.0,46,243.956398
8.0,45,244.240129
13.0,44,244.520276
5.0,45,244.807777
25.0,43,245.076786
-6.0,51,245.387108
2.0,39,245.739891
6.0,34,245.93669
21.0,44,453.887975
19.0,48,454.19525
17.0,50,454.488699
0.0,34,454.677574
6.0,39,454.904358
12.0,48,455.186434
-11.0,48,455.457566
10.0,52,455.78155
17.0,46,456.066569
3.0,37,456.325941
7.0,57,456.719346
-4.0,50,457.066833
16.0,33,457.257014
12.0,41,457.522674
8.0,50,457.833384
-7.0,39,458.050036
3.0,40,458.288089
2.0,46,458.550969
21.0,46,458.809338
14.0,32,458.999468
-11.0,37,459.225436
11.0,42,463.094081
14.0,41,463.38265
33.0,54,463.712881
16.0,51,464.023888
18.0,45,464.332739
11.0,43,464.64405
10.0,47,464.919308
-11.0,39,465.157977
4.0,43,465.419657
1.0,42,465.694103
2.0,60,466.072483
4.0,43,466.345776
7.0,36,466.575366
5.0,43,466.859706
22.0,46,467.141305
12.0,40,467.399009
5.0,43,467.662798
10.0,47,467.948772
12.0,41,468.213768
7.0,49,468.523142
11.0,47,468.803278
4.0,47,469.087904
13.0,51,472.944374
10.0,39,473.191042
3.0,37,473.419001
11.0,42,473.667196
23.0,40,683.732081
13.0,50,684.031688
18.0,42,684.272579
12.0,46,684.536215
9.0,44,684.788337
0.0,51,685.085464
25.0,58,685.421597
18.0,44,685.680365
2.0,47,685.93982
17.0,44,686.187582
1.0,45,686.451563
18.0,47,686.719282
16.0,42,686.965012
15.0,48,687.243696
-4.0,52,687.567119
27.0,36,687.781394
5.0,45,688.06675
15.0,45,688.340178
12.0,49,692.251351
1.0,53,692.571752
0.0,30,692.745024
14.0,48,693.029326
10.0,58,693.373953
22.0,36,693.595103
23.0,63,693.989784
-5.0,44,694.261439
6.0,66,694.649838
28.0,52,694.968912
7.0,38,695.192643
6.0,44,695.47159
7.0,33,695.683057
7.0,29,695.878951
6.0,45,696.154581
21.0,37,696.370658
5.0,51,696.660265
7.0,51,696.967559
13.0,40,697.223994
13.0,46,697.502353
22.0,43,697.768312
9.0,45,698.057094
17.0,51,698.514361
12.0,43,698.769136
15.0,51,699.069993
11.0,51,699.376652
17.0,51,907.148469
32.0,53,907.466747
19.0,58,907.806918
35.0,45,908.060306
16.0,47,908.321886
26.0,56,908.648805
10.0,38,908.87258
31.0,59,909.246643
26.0,54,909.564949
11.0,47,909.855062
31.0,49,910.1568
31.0,43,910.432937
6.0,41,910.684727
37.0,63,911.078511
19.0,61,911.464993
6.0,62,911.849428
23.0,48,915.822864
7.0,41,916.072119
-16.0,53,916.383048
-3.0,50,916.682699
12.0,52,917.037178
11.0,42,917.309252
26.0,63,917.730475
11.0,63,918.111912
11.0,50,918.428823
20.0,48,918.751485
22.0,60,919.108851
0.0,41,919.343343
11.0,46,919.610958
10.0,38,919.844728
6.0,41,920.096466
10.0,46,920.399424
9.0,60,920.789423
34.0,62,921.150257
23.0,40,921.419882
18.0,39,921.658031
13.0,50,925.637122
18.0,42,925.905579
27.0,52,926.252233
12.0,42,926.504087
27.0,44,926.77026
15.0,47,1134.520495
26.0,55,1134.92446
29.0,49,1135.272263
33.0,47,1135.592827
26.0,48,1135.940617
43.0,53,1136.266841
15.0,38,1136.52969
35.0,47,1136.827196
29.0,53,1137.161672
10.0,36,1137.408213
44.0,55,1137.778773
11.0,44,1138.053857
33.0,43,1138.310904
16.0,41,1138.562618
7.0,35,1138.767195
33.0,56,1139.104302
2.0,59,1143.328251
13.0,50,1143.651859
25.0,44,1143.91776
15.0,51,1144.237795
10.0,47,1144.543108
21.0,57,1144.898649
15.0,48,1145.175448
11.0,41,1145.412726
22.0,64,1145.811108
25.0,60,1146.184399
14.0,43,1146.423532
11.0,66,1146.825421
32.0,43,1147.075823
3.0,57,1147.393341
10.0,46,1147.675209
3.0,53,1147.997202
25.0,56,1148.320204
5.0,60,1148.678982
13.0,55,1148.998544
25.0,48,1149.267257
28.0,55,1153.456621
25.0,58,1153.794587
14.0,53,1154.109515
8.0,55,1154.472521
14.0,60,1154.886122
23.0,44,1363.353384
7.0,50,1363.723904
11.0,59,1364.107097
26.0,60,1364.502879
21.0,44,1364.758044
38.0,44,1365.046202
16.0,48,1365.336232
-6.0,53,1365.647358
27.0,44,1365.898416
7.0,42,1366.166593
24.0,49,1366.485541
32.0,48,1366.808228
47.0,59,1367.187915
36.0,50,1367.489332
27.0,43,1371.627395
27.0,51,1371.988235
32.0,45,1372.275359
13.0,43,1372.540536
41.0,46,1372.803639
13.0,43,1373.071071
28.0,38,1373.291267
25.0,61,1373.636448
6.0,47,1373.900132
18.0,37,1374.107235
13.0,55,1374.430054
18.0,45,1374.689574
16.0,57,1375.012183
33.0,40,1375.240297
25.0,45,1375.504146
29.0,59,1375.848479
28.0,47,1376.116228
20.0,51,1376.40577
13.0,39,1376.635753
4.0,52,1376.936259
28.0,46,1377.21227
32.0,64,1377.744257
6.0,45,1378.021924
29.0,61,1378.379556
1.0,59,1378.744862
15.0,47,1379.043099
14.0,66,1379.456454
16.0,53,1586.736233
13.0,56,1587.088891
27.0,52,1587.390687
33.0,47,1587.646467
26.0,59,1587.992219
42.0,60,1588.331076
12.0,50,1588.614917
24.0,55,1588.930259
20.0,60,1589.317077
22.0,51,1589.615842
27.0,45,1589.884085
7.0,59,1590.265129
4.0,42,1590.54812
15.0,49,1595.100566
40.0,56,1595.494331
35.0,53,1595.840833
21.0,45,1596.118048
30.0,36,1596.331096
10.0,61,1596.70017
44.0,57,1597.051364
30.0,47,1597.371584
12.0,58,1597.700974
31.0,48,1597.979199
22.0,60,1598.355554
26.0,59,1598.728997
20.0,61,1599.101273
35.0,52,1599.41204
14.0,62,1599.792989
30.0,54,1600.120333
42.0,46,1600.375595
31.0,69,1600.814904
33.0,46,1601.230263
19.0,51,1601.54143
19.0,48,1601.832083
20.0,36,1602.036568
19.0,45,1602.323904
16.0,63,1602.721085
5.0,49,1603.01639
33.0,43,1603.292086
18.0,53,1815.178028
23.0,66,1815.614957
32.0,53,1815.942867
44.0,53,1816.264028
34.0,67,1816.630466
37.0,57,1816.959228
18.0,56,1817.260467
6.0,45,1817.496543
23.0,50,1817.765288
23.0,47,1818.040292
19.0,52,1818.327846
29.0,50,1818.617444
25.0,66,1823.289697
11.0,62,1823.67569
